ProteinID	GeneSymbol	Description	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16
P00190	GENE190	Protein 190	4728862.454158037	2528002.570156436	18018950.197219145	18702661.01698737	6266189.946568946	28931075.164950106	1346773.1181585726	9852281.870243423	4390126.249396446	63327777.55753226	1637353.6100097953	47056395.86150849	34323110.66935104	4346423.372234026	9826950.551219102	31181348.916214522
P00191	GENE191	Protein 191	919886.2265151925	23434937.575239595	6612657.620002861	12271579.312443774	3369119.3051623194	507456.2213090649	302712.3134021416	9657643.217065461	2541146.367587729	2270574.75183917	5445614.817096684	367985.4221289757	1941691.933487834	1115645.091641632	4978856.753287892	982442.6474900005
P00192	GENE192	Protein 192	5904803.657616238	74890262.30643103	37125026.432519056	5191922.991241446	1416084.3573537087	802288.9527935482	2293815.3499560673	2464169.1055652397	3151864.7314904598	2867922.034998648	5609604.5647684615	23725026.514718026	2025570.3870842226	54810039.929128215	15454962.53122008	1593057.357240495
P00193	GENE193	Protein 193	28365118.56467562	864228.4392277276	58969626.936710924	5491508.4629974365	3559221.445938363	17185015.621464282	18663119.67949635	3440656.343516882	1556156.449125075	7260051.558386814	1462463.3197556972	1090735.4771795878	655216.4271460032	5385687.177267601	4141470.0533831804	1349614.7371638222
P00194	GENE194	Protein 194	39800380.43046152	89233140.7557429	13969407.185383663	1834688.191056636	605047.8079414676	59903295.22473172	4707508.027784389	5555437.426853591	1193816.2366500446	1190236.0238147676	2021529.2104513557	6406778.68931901	19742582.760367014	1966959.286899309	642462.8578437037	140537.95830817195
P00195	GENE195	Protein 195	3270637.484222764	1321480.4594942695	2317010.711900574	15155087.178418774	2172071.012315682	1419945.8608789183	11748301.419880236	1196327.273537259	21136752.96164415	1847529.9729873196	3698027.5827136477	146983015.539733	2591576.571212626	12052753.790594282	2924211.6586652924	778501.5781997937
P00196	GENE196	Protein 196	1286575.782025213	4274342.430461043	1425751.0333907788	7273800.109557626	1371990.1152042958	701730.3076909402	12954521.096222604	13931366.34427126	1979729.6654552133	17404042.402277697	942615.6542639725	7087581.268115614	1088883.1612439817	541453.8247046116	2440921.2802879116	1716487.723436803
P00197	GENE197	Protein 197	703136.8033345694	5044497.972454898	1890422.0596094339	33992496.36022923	3801229.5192750054	3769363.8841763856	22719942.48538344	879727.3420778492	11609559.725207169	6404003.800281003	2435407.2964236513	8580300.317721073	737910.0754401291	549291.188978467	1158588.2705717273	6449008.314989155
P00198	GENE198	Protein 198	1353365.6367433907	2152107.6867968407	44844209.744129725	1470774.6314369047	2572300.86851118	4941653.330419667	814055.951600179	1112689.5243723106	13656680.793016074	1443335.7105448977	581662.818774457	11544974.863549687	10672736.597525183	9564074.257244585	3979883.877099859	1313735.4114578434
P00199	GENE199	Protein 199	11772502.591883676	12394855.877002591	848798.8570310548	1427967.9705634168	28594244.39412979	3624844.3492343104	2549699.207469067	19797698.35087262	2882590.94950343	49356572.803622045	351841.9105672636	7645133.741120509	1243908.4979705522	12236695.155030232	3885630.9245134913	34066246.200850174
P00200	GENE200	Protein 200	11331061.75196107	8903241.688446997	6288116.978305521	23489583.17352764	22706584.0737748	2717054.88561153	1386429.5499802264	4603714.641799668	12871510.63662196	53266603.23882075	3997377.366446746	1011129.713697953	26473615.52850021	648849.290293598	13637864.614158554	8020997.384480243
